phrase, category
If one guy is on child support for a child and you get legal documentation that another guy is the father. will the first guy be taking off child support, paternity
DNA testing, paternity
I'm trying to see how to get records of a mother and a guy who had a paternity test saying, paternity
I need help with establishing paternity questions, paternity
How do I get a blood test, paternity
Do y’all do free DNA test, paternity
My son has been told that his ex-girlfriend is pregnant with his baby.  He would like to get help on getting a dna test so if the child is his he can support the child, paternity
I'm trying to get a DNA test for my child., paternity
My fiancé was married to a woman who cheated on him and had a baby. She had her boyfriend sign the birth certificate. She is now receiving food stamps and is married to the boyfriend. Can he request a paternity test?, paternity
Establish paternity, paternity
Paternity test, paternity
how to i find out who the father is, paternity
There was a DNA test done and I was wanting to know if the results were in, paternity
paternity, paternity
DNA Testing, paternity
Procedures to get blood test, paternity
I am trying to figure out who is the father of metss no. 617420627A, paternity
im trying to establish paternity to get my name removed from a birth certificate, paternity
Paternity, paternity
That the child belongs to another man  how do I get that information, paternity
How much for paternity test, paternity
Trying to get a DNA test, paternity
I’m trying to see get a DNA TEST done on my baby father, paternity
Genetic testing, paternity
I was placed on child support for a child who is 32 years old who she told me was somebody else’s child., paternity
Does Mississippi offer free paternity test by going through DHS?, paternity
I need to get a copy of what I received for child support in the past 6 months., payment history
I am the non custodial parent and what to know how I can find out the payments I made, payment history
How can I get a record of payments made to me for child support, payment history
How can I get a list of payments made?, payment history
Can you show me any recent activity on my account?, payment history
Yes I’m trying to check my payments, payment history
See how much I have paid in for the year, payment history
Request Payment History or Record, payment history
No. I need an account statement mailed to me., payment history
Checking payment I have made, payment history
I’m needing support obtaining payment history can you help, payment history
I need my last 3 months of my transactions from child support, payment history
When was my last payment made, payment history
copy of payment history, payment history
Can you help me find a record of payments made?, payment history
My name is PERSON_NAME and I was wanted to know how much do I owe and how much I have paid, payment history
notice of monthly paymnet, payment history
When my divorce took place and child support was ordered my husband had a much lower income.  Where he is working he makes more in 1 week than i make working 2 jobs in a month.  I want to have the amount he pays be the % in state guidelines ., payment modification
Payment increase, payment modification
How do you get an increase, payment modification
Who do I contact to get an increase to in my child support, payment modification
I got hurt at work then fired. I have no income. How do I modify my order?, payment modification
Can child support review my case, payment modification
how can i review my case, payment modification
Wanna a decrease, payment modification
How can I apply for an increase in child support, payment modification
how do you request a 3 year review, payment modification
How do I get more child support for my little girl, payment modification
1.  I just want to see if he can pay me more than $200 a month for his 16 year old son., payment modification
I just want to see if he can pay me more than $200 a month for his 16 year old son., payment modification
I receive child support but how do I go about re-evaluating how much he pays a month, payment modification
Need to file a modification request, payment modification
How can I get an increase in child support, payment modification
I am trying to see how do I get my case reviewed, payment modification
If I want to put my child father on child support can I request for him just to pay 50 dollars a month cause he’s the one providing for our family, payment modification
I think my kids father is making more money now... is there anyway that can be reviewed, payment modification
Im looking to speak with someone about a increase on my child support payments, payment modification
Add a child, payment modification
revision, payment modification
Can I get my child support looked at to see if I can get more in child support even though I have a court order for child support that is 10 years old, payment modification
Do I have to write another letter for a raise in child support, payment modification
How to request modification, payment modification
how to request an increase in child support, payment modification
What about child support reviews, payment modification
form for child support review, payment modification
formal motion requesting a modification due to changed circumstances., payment modification
review case, payment modification
How do I get my child support reviewed?, payment modification
How do I get my child support up, payment modification
Yes. How do I go by getting an increase, payment modification
Need to modify child support payments it's been 8 yrs. And major changes with the other parent, payment modification
How often does am i required to wait to get my child support case reviewed for increase?, payment modification
Review status, payment modification
I would like to get an increase, payment modification
How can I go about getting an increase in my child support. Is it true I can ask for an increase every 3 years, payment modification
What's the process to get a child support review, payment modification
modification, payment modification
When can I ask for increase for child support?, payment modification
Modification, payment modification
Forms to request a modification, payment modification
I am the person who is paying child support and would like to know how can I go by getting it increased, payment modification
Why are yall taking so much out of my check, payment modification
Child support increase, payment modification
How often is my case updated, payment modification
Need to have my case reviewed, payment modification
How can I review my child support order, payment modification
Do I have to pay full monthly obligation if I don’t work currently, payment modification
I would just like to look over my case, payment modification
Need to know the process of receiving an increase due to the absent parents increase in income, payment modification
What steps must be followed to request a Review of my child’s father?, payment modification
review of order, payment modification
How do i request a review, payment modification
What are the steps I must take to get an increase in child support, payment modification
Amendment, payment modification
What if my monthly income has changed, payment modification
Reassessment, payment modification
review order, payment modification
Why am I only receiving seven dollars in child support and the father has two jobs, payment modification
How can I get a copyappointment to review amount of payment, payment modification
Can I get a payment increase, payment modification
How to request an increase?, payment modification
Need help with modification forms, payment modification
Hi gen what do I have to do to get my child support raised, payment modification
Can a person have their child support reviewed?, payment modification
Trying to see about a review, payment modification
can you adjust the amount to send?, payment modification
I want to know when I’m eligible for a pay increase, payment modification
Increase, payment modification
Where do I send my request for a review in writing, payment modification
I want to request a increase, payment modification
Whats the process to get a child support review, payment modification
How does a parent go about getting a modification, payment modification
modifiaction, payment modification
If the father of my child helps me with everything he pay the bills provide for me n the baby can I ask judge or caseworker can they only take 40 or 50 dollars out check, payment modification
case review, payment modification
How do I get a case reviewed, payment modification
obligation review, payment modification
How can I make payments arrangements. so I can get my license. I'm a truck driver, payment modification
order review and modification, payment modification
How do I request an increase, payment modification
I need someone to review my case, payment modification
I lost my child support letter for review of increase, payment modification
Modifications, payment modification
How do I request a payment increase?, payment modification
I receive child support I was wondering how do I request an increase?, payment modification
Request a review, payment modification
how should i submit a request for modification, payment modification
I need a payment increase, payment modification
Payment revision and reduction, payment modification
child support modification for non custodial parent, payment modification
child support review, payment modification
How often will I get the child support I have already started getting paYmentz ita takenout by his job, payment timelines
How long does it take to receive the money?, payment timelines
How long do a child receive child support?, payment timelines
When should I receive my payment this month, payment timelines
when do you stop paying child support?, payment timelines
How does it take when I apply to receive benefits, payment timelines
How do I find out if a payment has been made?, payment timelines
When will I begin getting payments, payment timelines
My sons stepmother submitted a payment online yesterday and I was trying to figure out how long it would take for me to actually receive the payment., payment timelines
Who can i call to ask what is going on with my payments, payment timelines
I wanted to know how long does a person wait to have their passport hold remove after they pay their back amount owed in child support?, payment timelines
If my children's father sent his payment off from Popularville on the 19th of this month how long will it take for me to receive it?, payment timelines
Im currently getting child support payments. And i was trying to see when is the next deposit to my card, payment timelines
After payment is received how long will it take for custodial parent to get funds, payment timelines
how long does it take to receive child support from.an income tax, payment timelines
I need to know when my payment will decrease, payment timelines
what time does it deposits, payment timelines
When are deposits made to the custodial parents debit card after they are garnished from the non custodial parent?, payment timelines
What day of month is support due, payment timelines
When is my child support payment due?, payment timelines
I have two childsupport pay ing pedi g one came on the 29 and one came on the 30 PERSON_NAME is a holiday will I get it, payment timelines
When i called the  number to checl the arrears balance and payments made . The was a new updated balance made for this month however the card says there isnt any money on the card. How long does it take for the money to be added to the card ., payment timelines
Receive payments, payment timelines
Pending paymenys, payment timelines
how long do it take for child support order to be process once you have been to court on 20 of June, payment timelines
When will I receive payments after judge signs child support order, payment timelines
I was awarded child support over a month ago and have yet to receive a payment, payment timelines
Child support debit draft every month?, payment timelines
yes. Will my payment be received immediately if I make it online with a debit card, payment timelines
How long it take to receive the money on the card, payment timelines
When do they give out child support money each month, payment timelines
How long does it take to receive a payment, payment timelines
I'm cleared with my back pay trying to see how can I get the money that's owed to me, payment timelines
what do I do next after I get done with the application, payment timelines
Wanted to know when do the child support payment post on debit card, payment timelines
How long does it take before I get garnished taxes for childsupport from my ex?, payment timelines
How long does it take to receive child support?, payment timelines
How long does it take to receive child support after noncustodial parent starts paying, payment timelines
Yes I was just wondering when are child support payments available on the EPPICard?, payment timelines
How long does it take to receive a child support payment, payment timelines
1 I received a lump some back pay last month should I start getting payment  every month, payment timelines
I have a couple questions on how child support is paid out.   It doesn't appear that I am receiving all the payments that are being made from the other parent., payment timelines
When should I expect my child support to be direct deposited into my checking account?, payment timelines
How long does it take to receive funds after applying for child support, payment timelines
When is payment disbursed, payment timelines
How long does it take for me to receive first payment, payment timelines
Need to know the date I will receive payments, payment timelines
When will I receive my payment for July if it is scheduled to post on July 3, payment timelines
If my child support was pain Thursday when will it post on card, payment timelines
how long does this process take, payment timelines
How long does it take for the custodial parent to receive payment, payment timelines
If a support payment is made to dhs on a Thursday. What banking day can the custodial parent expect to receive it, payment timelines
Hi PERSON_NAME. What is the normal time frame that payments received from income tax to be deposited on your card?, payment timelines
When will i receive my back child support from my ex husband income tax, payment timelines
I just need to know what time in the morning does credits usually become available, payment timelines
I’m wondering when my child support will go through into my account and why I’m not getting the full amount on one of them?, payment timelines
How long does it take to receive the child support after it is being paid?, payment timelines
When will payment post to debit card after payment done online?, payment timelines
when do may child support payment stop, payment timelines
If the 1st of the month is a Sunday when will I receive my child support payment, payment timelines
I need to know when I will receive a payment, payment timelines
what date of the month does the custodial parent receive payment, payment timelines
I will be receiving child support. The non custodial parent is ordered to pay by the 10th of September and I want to know how long it will take for me to receive that payment, payment timelines
I have a question about a specific order and a refund that was returned to employer, refund
My is way behind on child support... I have already been told that if he pays something every 3 months that there is nothing y’all will do.  Is there not a way to get his it’s refund when he filed taxes?, refund
I'm looking for an over payment i made few months back i never was entitled to., refund
Overpayments, refund
Overpaid, refund
I have been giving money to my babymother and my daughter through cash app with payment info and what the money was for but she sued me for my arrears which was DIGITS.00  I have the receipts that total I’ve sent  her DIGITS.00. Do I get refunded for this, refund
Im done making payments when will i get my reimbursement check, refund
I made a purchase then a return how long does it take for the return to credit to account, refund
Can I get money back if I have an order from the court to stop taking money the you still did for over a year, refund
Overpaid yearly, refund
Refund on overpayment, refund
Over paid, refund
How do I take me and my child off another food stamps case, snap
Emergency foodstamp, snap
I. trying to reapply for snap benefits, snap
I am trying to get my payments for the last two months for verification for SNAP, snap
food stamps, snap
How do I know if I’m approved for food stamps, snap
I am a part of the snap program and the automatic service said I would automatically qualify for child support. Do I still owe a fee, snap
Sorry this is about food stamps, snap
I'm tryna to renew my snap, snap
Snap, snap
If I receive snap the non custodial parent automatically goes on child support?, snap
Need my snap benefit printout, snap
Don i have to put my child’s father on child support to receive food stamps ?, snap
I’m trying to apply for food stamps and tanf, snap
recertification form for snap, snap
Snap Benifits ?, snap
Renew food stamps, snap
Food stamps, snap
I want to know if I was approved for food stamps, snap
how can i sign up for food stamps, snap
i'm here to find out about food stamps, snap
I receive food stamps., snap
I'm try to set up my email for snap, snap
Food stamp, snap
snap as the cp, snap
I was told I could not get a SNAP because child support stated that I have not cooperated with them so I need an appointment to determine what's wrong, snap
Snap benefits, snap
How to reapply for snap online, snap
Im trying to find out how to make sure my address has changed for my child support benefit, support inquiries
who has custody when no papers are signed and parents are not married?, support inquiries
I want to review my case information and I am being told by the father that I have to be in court in Mississippi., support inquiries
How do I pursue further action on my case?, support inquiries
How do I get an official audit review of my case, support inquiries
Who do we contact to inquire about lump sum payments, support inquiries
if I’m making payments why were my license suspended?, support inquiries
Is there a faster way to report employee terminations such as email etc?, support inquiries
I have a notice of income withholding on a man that is no longer working for us., support inquiries
Removing an item off my credit file, support inquiries
My ex husband has been fired and I need to know if/how many funds are remaining to be dispersed to me., support inquiries
Who can ask for an review, support inquiries
I started a case a few months ago and never heard anything back, support inquiries
I don’t have time to call anyone, support inquiries
In my system they have the same custodial parent but different case numbers Please advise, support inquiries
When should I update my income increase with child support, support inquiries
i have to submit a reqest, support inquiries
If me and my child’s father aren’t married does he still go on child support?, support inquiries
How can I make payments arrangements. so I can get my license. Im a truck driver, support inquiries
i have a question i am getting paid less than what i used to get paid do i have to take my other party to court or can i just send copy of my paychecks and you can take care of the resertification, support inquiries
Can the agency debit my husband checking account for back support without letting him know in writing, support inquiries
General request, support inquiries
I applied for food stamps and the office said I was not compliant with child support so I would not be able to receive benefits but my kids still could. Is there anyway to change my status of compliance with child support, support inquiries
I haven't had a raised since DIGITS and I only gets 236 a month and the dad has a good job. What do I do I've already requested a raise and the dad said that he have a letter so what does that means, support inquiries
My case was terminated but you all still talking money out my check why., support inquiries
reinstated be to license my for paid be to Need much How, support inquiries
My license have been suspended, support inquiries
How to I report a change in the childcare amount?, support inquiries
Ive been signed up to put my partner on child support but i never heard anything since and its been 4 years, support inquiries
My kids father moved out of town and dont help me at all, support inquiries
I have a question concerning child support, support inquiries
Suspended license, support inquiries
How can we verify that the payments are being credited to his children's cases?, support inquiries
I got a letter sayin that I was complying with Cs but I am n they have threatened to take my kids benefits . I can only give them what I have ., support inquiries
Trying to see why am I only getting $30 a week when I am suppose to be receiving $250 a month, support inquiries
how do I check if I have overpaid, support inquiries
My child support case has been closed but I am told in my home state that I can have it reopened?, support inquiries
can you add my wife to case in case im unable to talk at that time?, support inquiries
income withhold, support inquiries
How can I keep my license, support inquiries
you can also speak with my wife PERSON_NAME, support inquiries
Request help, support inquiries
I WAS TRYING TO SEE HOW CAN A REMOVE A NAME OFF MY CHILD SUPPORT CASE. THE GUY GAVE ME THE WRONG NOW AND NOW I HAVE THE CORRECT NAME, support inquiries
No.  I need an account statement mailed to me., support inquiries
I need current income transmittal for employers, support inquiries
Why are y'all taking so much out of my check, support inquiries
im here for tanf, tanf
Can pregnant women get tanf, tanf
can i get tanf, tanf
Tanf benfits, tanf
can you help with tanf, tanf
what is tanf, tanf
whats tanf, tanf
TANF, tanf
tanf please, tanf
Tanf, tanf
whats tnf, tanf
Getting income tax, taxes
I have asked for the past three years about getting his income tax., taxes
How do I find out if I will receive a payment from tax offset of non custodial parent, taxes
tax, taxes
why did you take my tax refund, taxes
Tax offset payment, taxes
I need to know where my taxes hadn't been took off my back child support, taxes
how do i know if its going to be taken out of my taxes, taxes
My son’s father’s tax’s were offset due owing child support. Is there any way to check if the state has received money on my behalf?, taxes
Is the recipient of child support taxed, taxes
I am wanting to know if y'all send out checks from child support taken from taxes?, taxes
It has income tax/social security/retirement/childsupport, taxes
I was wondering do they hold irs offset deposits for a certain amount of days., taxes
i dont owe any child support but you all took my tax refund, taxes
I'm trying to figure out the child in reference to my federal tax return they kept for child support that I wasn't aware I was supposed to be paying, taxes
How to get off childsupport, terminate
I was trying to see how can i get child support removed, terminate
Termination, terminate
Stop, terminate
The current order is for the children until they are 21.  One of the children will soon be 21.  What do I have to do to get her removed from this case?, terminate
How do I stop child support collections now that my son is living with his father?, terminate
I need to stop child support payment to me. One of my  child is going to live with his father, terminate
Yes my daughters father stop paying child support and has another job, terminate
I now have my daughter full time and the mother who I pay child support is willing to sign a letter saying so. How do I stop my payment request from the state, terminate
stop child support, terminate
The court just gave primary custody of my daughter to me. Who do I send the court notice to cancel my child support?, terminate
my son is about to be 19 and have a job and do not live with his mom. how can I stop paying child support, terminate
I'm just trying to take him off child support and he just pay me in cash, terminate
How do I stop my daughter's father from receiving her child support if I have her, terminate
How can I stop child support, terminate
How can I take my son father off child support, terminate
I’m trying to take my children kids off child support . How do I go about doing that ., terminate
Terminate child support, terminate
So how do I go about taking him off ?, terminate
Remove case, terminate
I want to know how to cancel a child support order, terminate
My fiance kids are 17 and 20. They have decided to live with there dad. How does he stop child support to their mother?, terminate
Stop child support, terminate
Terminate, terminate
How do I stop child support on children who live with me now, terminate
Stop payment, terminate
How to stop child support, terminate
Stop all childsupport, terminate
Can I terminate child support payments since my sons father and I are back together?, terminate
Cancel, terminate
I want to stop getting child support from an absent parent, terminate
I need to cancel my case, terminate
If child live with me how do i get off childsupport, terminate
How do I stop child support payment?, terminate
How do I close my case, terminate
How to stop payments, terminate
I wish to stop paying because he now lives with me, terminate
I'm just trying to figure out why I'm being charged twice for one child all of a sudden, undefined
Very, undefined
Full Services, undefined
What do I need, undefined
at this time i'm looking at whats available to me, undefined
390, undefined
If you already receiving child support and you're going to start receiving child support for your child how will you get the payments? On the same card or different?, undefined
How often are childsupport hearings held in warren county, undefined
I would like to know how I can get my case on the docket. The noncustodial parent is almost $50K delinquent in payments and has not attempted to make any payments since DIGITS., undefined
My son dropped out of school.  Has turned 18. When will my payments stop, undefined
I just have a question, undefined
Where do i check account balances, undefined
Where do I send my contempt of court packet, undefined
i need to make changes on my child care certificate, undefined
Child support coming out of bank account and out of pay check, undefined
Trying to get a form to unspent my liecent, undefined
What do I do once I fill out the form?, undefined
I receive child support, undefined
i have had a case open since last year., undefined
Can I make child support payments for someone who is in Desoto county ms jail for failure to pay child supports may I send in payments, undefined
what are the guidelines, undefined
Case, undefined
license suspension, undefined
We were told to contact the agency upon termination of an employee, undefined
well i am legally married; however my spouse and I have been separated for 2 years, undefined
parental right, undefined
medicaid, undefined
How can I find out if I have a warrant for non-payment?, undefined
Go back, undefined
Will dhs take child support from a bank account if it is behind, undefined
Suggestions on how to collect the back payment, undefined
I would like to find out if my ex-husbands newest paycheck information from East PERSON_NAME University has been received., undefined
I mean kinda, undefined
my friend has to pay child support about ZIPCODE and doesn't have a lawyer or anyone who can pay he is currently incarcerated and is wondering how to pay or work out plans with out a lawyer, undefined
If I have two children of two different fathers do I get 14% of each fathers income or 19% of their combined income?, undefined
Yes. What percentage of child support does a parent get for two children?, undefined
I should get a billing for employees working with child support withhold, undefined
No I do not give permission for dcse to take my payments and deposit direct, undefined
ok, undefined
notices, undefined
I have the name of where the other parent is employed at, undefined
Ask a question, undefined
I want to see how much i have sent in, undefined
In addition to the payroll deduction for child support what other expenses is the non-custodial parent responsible for?, undefined
US_SOCIAL_SECURITY_NUMBER, undefined
Remove child support from my credit, undefined
How long does it take to be withheld after recieving the letter?, undefined
Holiday, undefined
Start new child support order, undefined
Child support enforcement cooperation verification request form, undefined
i am trying to get help with child care, undefined
It’s been a year since I opened my case, undefined
How can I see my case online, undefined
okay I will just call tomorrow, undefined
He, undefined
can i have the link to do it online, undefined
what is a custodial parent?, undefined
No, undefined
I am the custodial parent but live in a different state. should I register in this system seeing the non custodial lives in MS, undefined
He isn't fired he just didn't work, undefined
What is location services, undefined
35000, undefined
I'm trying to see how far behind I'm in child support cause they took the time gettin it set up, undefined
Submit, undefined
Can you explain the interest and what state statute speaks to this, undefined
Lookup, undefined
I recently had a back payment of DIGITS dollars.i have recently sent a payment of DIGITS .can i get my liscense back, undefined
What is the definition of contempt court?, undefined
family violence, undefined
I have two children what would I have to pay in child support in the state of MS, undefined
🌙, undefined
Yes I have a question if a CHILDSUPPORT case is sent to legal department what does that mean? I filled a enforcement on the non constitutional parent, undefined
I'm looking to see why I could find out why my ex husband owes me over DIGITS dollars but nothing is getting done about it.  He is a 1 1/2 years behind but they started taking from his check past two months but nothing this month?? And nothing has been post, undefined
How to get court order, undefined
Can u hope with p, undefined
Why is child support taking medical and child support payment out my check, undefined
I was just wondering if child support pauses when the other parent has 1 month with my child for the summer?, undefined
PERSON_NAME Ed PERSON_NAME Jr, undefined
casey_deer, undefined
finished, undefined
What are the child support guidelines, undefined
What do you do when the father clearly wants to see their child and the mother won’t let him? He’s been paying daycare payments until he lost his job. He’s not on child support but has a honest desire to be in his son’s life.visitation, undefined
I would like to know if a non-custodial parent does not have a court order for visitation can they use MAV-P services?, undefined
it is the responsibility of the father to put a medical plan on his children, undefined
I need a copy of my child support from Court my oldest son father hasn't made a payment on 18 years, undefined
Low income housing in Lee county me, undefined
I have 2 cases and I need the exact amount owed as per the automated system it is not correct.  I have received letters stating my License will be suspended within 90 days and I have been calling for the past 3 weeks and can't get anyone on, undefined
Yes during the initial interview what all takes place?, undefined
My son was just told to go get tested for DNA for child if he is the father will this bother his baseball scholarship, undefined
son joined military, undefined
receive, undefined
What is CSE?, undefined
How is net income calculated?, undefined
Neither, undefined
What percent of my income is used to provide medical support?, undefined
Hi  I am trying to find the Mississippi child support statutes. Can you tell me what to look under?, undefined
Statement, undefined
How do I get my PIN number, undefined
questions, undefined
Custody, undefined
I have been aproved for am increase in a child support case I relocated to PERSON_NAME County from PERSON_NAME county  PERSON_NAME county did their part when will i knownanything, undefined
New, undefined
I am not the non custodial parent, undefined
hours, undefined
non custodial parent, undefined
How do I know if I have a warrant issued, undefined
Whats my tatol case US_SOCIAL_SECURITY_NUMBER, undefined
Maximum disposable income can be withheld in child support, undefined
Bye, undefined
I got 70 dollar from child support, undefined
How can I file a contempt of court, undefined
I was trying to see if yall take child surport out a check how long will it to receive it, undefined
Can the Mississippi department of human service take your kid without a court order, undefined
Child support is coming out of my civilian employers check. Why is MDHS trying to also take it out of my national guard check?, undefined
Yes are you from PERSON_NAME ms, undefined
How can I get my funds deposited into my own account, undefined
What do u do?, undefined
Fax number for Panola County DHS, undefined
The father is self employed. How would you determine his income?, undefined
what are their hours of operation, undefined
My email, undefined
dcse, undefined
Checking to see if I was sent a certified letter, undefined
That's all., undefined
My court hearing is this Thursday to determine support/visitation.  How long after that can I expect to receive child support?, undefined
i have a 15 year old who has never received child support bio father is retired military can DHS still get the funds or do i need to contact military, undefined
How is net invome, undefined
A girl said that she has a child that she thinks is mine but even if it is and I pay child support that I can't see her. Is this true, undefined
I clicked the wrong one, undefined
no, undefined
Do you know who this family contacts for assistance temporarily, undefined
❓, undefined
What happened if you are 3 months behind on child support, undefined
Do Child Support Specialists have to enter information into a system regarding health insurance or other medical documentation?, undefined
I HAVE THE APPLIACTION BUT I RECIEVE EBT SO HOW DO I GO ABOUT THAT, undefined
I'm on child support but my child has been living with for a few months now. What should I do?, undefined
Do I need to make an appointment to talk with someone about this, undefined
How are you?, undefined
i am looking for a fax or email to submit a medical insurance support orders for one of my employees., undefined
Please send information via fax to: PHONE_NUMBER ATTN: PERSON_NAME Terlouw - Payroll, undefined
Shhd, undefined
I have a current child support case but I have not received my payment this month. How can I check on that?, undefined
How long does it takw, undefined
I would like to find out more about 2 cases open with the same child on the case, undefined
nonpayment, undefined
City code, undefined
Online, undefined
ok well i didn't have time to answer you, undefined
My son is PERSON_NAME ho he has gone to court sign all papers and child support got him in debit for DIGITS dollars what can I do, undefined
my taxes were taken for child support and the other person involved hasn't received any payment yet, undefined
Im the pare t whos getting child support, undefined
I am trying to see why i haven't received any updates on my case of payment. my son is about to 10 ad has had an ongoing case since he was 1 year old., undefined
I just have a quick question., undefined
Hey I’m a child who is on child support but I’m not getting any money from my mom, undefined
What happens if my son is grown and his mother dies, undefined
My child support haven't made it yet....they have put me on the phone with 4 supervisors asking me is my email still the same ...I wanna know what's the hold up, undefined
I was wanting to know if I had to appear with my kids father to court, undefined
If I am making my child support payments how do i go about getting visitation rights?, undefined
disregard... i thought i would have a solution today, undefined
I NEED COPIAH COUNTY DVISION OF CHILD SUPPORT EMPLOYEE INCOME WITHOLDIN TRANSMITTAL FORMS, undefined
PERSON_NAME address, undefined
what are the consumer credit protection act guidelines?, undefined
I am trying to file for child support & have the application filled out & money order. Is there a way I can make an appointment with our local office. I don’t want to mail application because I have questions concerning how this works. I’ve never done it, undefined
He says that he still owes because he was charged interest, undefined
I’m sorry my name is PERSON_NAME ward, undefined
I'm trying see who I need to talk to about child support. I have put him on child support but I haven't heard anything. I did this 3 years ago. He done got married and moved to bigger house and will not help nor see his kids. Everytime they call, undefined
I am curious if I can have my ex's wages garnished for Child Support.  I do not believe he is paying the minimum required by the state.  We made an agreement when we divorced but he did not have a steady job at the time., undefined
I think I need you to e-mail me an application for opening a child support case.  I was divorced in Florida but now live in MS and my ex-husband lives in South PERSON_NAME.  He has been paying child support to the Florida Disbursement Unit but quit., undefined
Online - link broken, undefined
PERSON_NAME POPE, undefined
Child support is being deducted from my payroll check but it's going to the wrong person., undefined
That is all, undefined
My phone is off at the moment, undefined
what is the rate, undefined
The rule for custodial parent, undefined
Ok I now have custody of my granddaughter who is supposed to be receiving child support. It is still in her mothers name I need to get it switched to me and the father is over $DIGITS behind, undefined
I was wondering can I recieved back time child support, undefined
I can't afford to but my kids school uniforms what do i do is there any help, undefined
Custody papers, undefined
My estranged husband has two children with me and he isn’t paying me anything and threatened that if I go after him for child support he will start paying on all 4 of his kids to keep mine from getting the 22% they deserve. Can my kids support be dec, undefined
Contempt court?, undefined
what are the ccpa guidelines?, undefined
I wanted to check the status of my account, undefined
that is all, undefined
services, undefined
I recently started a claim for back court order child support. And was wondering how to check the status of it, undefined
Yes i am supposed to receive child support and I have been told before that my child’s father does have an employer on file but I’m trying to see why don’t I receive monthly child support payments. I have been dealing with this for almost 2 years now, undefined
I recieved a letter stating I have been named the father of a child in Mississippi but have never been to Mississippi and the address does not match what your contact info states. Is this fraud?, undefined
Can I get my passport denial dismissed, undefined
military, undefined
bills, undefined
where to file in picayune, undefined
Can you please have someone from the Kosciusko Attala County Child Support to call me concerning one of my employees Child Support payments. Thank you. PERSON_NAME J. C. Cheek Contractors Inc. PHONE_NUMBER, undefined
If your license has been suspended due to back child support how much needs to be paid to get your license back?, undefined
social security said that they can take my check for backpay is it true, undefined
What if employer is not taking out check, undefined
My husband owe childsupport and he owe DIGITS back child support mississippi is taking my husband check, undefined
what is the fax number to send a child support verification form to from a goverment agency, undefined
the page is not loading, undefined
Other help, undefined
Will my baby automatically be placed on Medicaid? She’s 2 months old now, undefined
Initial interview process what's that going to be base on?, undefined
I had lost my card and called for a replacement weeks ago and I have not received the new card., undefined
I'm trying to find out what is going on with my benefits, undefined
I have a question. Can a person be taken off child support or is it permanent?, undefined
How long do offsets takes, undefined
yes why are you even offering this service if you cannot answer the ?, undefined
I am the non custodial parent, undefined
If the employer is taking withholding wages from the noncustodial parent check but not sending the child support payments in to the state what action can the legal guardian take against the employer, undefined
I have the EppiCard and am unable to get help with the website and logging in to look at my balance and transactions.  When I try to set up the login the information it keeps rejecting everything., undefined
My EPPICard for child support was stolen so I cancelled it and got a new one. When I had my old card I ordered something and recently received a refund but it went back to the cancelled card. How do I go about getting my money ?, undefined
Goodbye, undefined
Has my driver license been suspended?, undefined
I have had my son 4-5 years and I'm still paying child support. What can I do, undefined
was not able to get license suspension information, undefined
Have a question about Mississippi child support, undefined
I have questions to ask, undefined
In, undefined
Website, undefined
custodial parent, undefined
how long does it take to start getting child support?, undefined
back, undefined
Where do I send it when it’s done, undefined
I Was Trying To See What Happens At  A Child Support Hearing?, undefined
The father is working but getting paid under the table.  What should  be done?, undefined
I need tuelo ms phone number for mdhs, undefined
Deion PERSON_NAME, undefined
i wanted to know if the parents are not able to make court for redetermination will courts proceed or leave the order as is, undefined
Guardian, undefined
I'm the constodial parent, undefined
Ok I do have a question, undefined
Re activate my account, undefined
How am I 368 dollars behind, undefined
Is there another way, undefined
I wanted to know how to set up ipay, undefined
I need to change the amount i am withholding from employee's check and change the amount I am sending in, undefined
I have my daughter on child support and I just had a baby so if I put her on how does that works like does more comes out of his check., undefined
The grandparent, undefined
I can not understand why was my driver's license was suspended when I am not behind, undefined
Trying to renew my passport for work and there is a hold on my passport because of pass due child support I was not aware of.  Mother of the child will not work with me. What are my options., undefined
custodial, undefined
contempt packet, undefined
If I have a court order from my divorce do I have to change it over to DHS to collect child support?, undefined
Stopping payment, undefined
Do I have to bring the original copy of my son’s birth certificate. Or can it just be a copy?, undefined
Metss, undefined
What wrong with the system, undefined
I was wondering why haven't i heard anything back from when i applied last year, undefined
i got to go up there but I went last week and they told me system was shut down for me to find out if it’s uo and running so I can go up there..., undefined
Yes, undefined
How long is the process after filling out your application, undefined
thats not wht i need im trin to find out why i have not receivedany payments whn childsupport took his income taxes which was a lil over ZIPCODE and then after that his wife mailed in DIGITS and yall r taking childsupport out of his check every wk, undefined
i need to get wwo, undefined
can i fax the apllication in, undefined
Will we receive our deposit on holidays like today, undefined
How is child support figured if I have two children in my household and my son lives with his mom? Would that hurt my two children that live in my home with a large amount of income being taken out of my check or would they be taken into consideration, undefined
Who is responsible for copays?, undefined
How is the amount calculated, undefined
Do u need a layer, undefined
my case is two weeks old and i havent heard anything about case, undefined
when i hover over the payment options as an employer  it doesn't take me anywhere to set up the payments..., undefined
Net income calculation, undefined
does the social security amount include medicare, undefined
I have to print and mail it?, undefined
93 CR 832 Vossburg Ms ZIPCODE, undefined
How do I get an updated IWO for a new employee?, undefined
I would like to know what app name for child support pay online?, undefined
Tengo un problema por que me están quitando dos pensiones de una misma niña, undefined
When will the deposit be posted on my card and what time zone are y’all in, undefined
