phrase, category
Yes. I need to know where to go to change my address so that I can get a new card. The epicard people cannot help me., change of information
Can’t make payments, make payment
I’m not receiving child support anymore and I would like to know what I need to do about it, not received payment
customer service, contact human
Just wanted to see how much behind the other parent is, not received payment
Log on, login
Terminate child support, terminate
Can the agency debit my husband checking account for back support without letting him know in writing, support inquiries
I would like to know if a non-custodial parent does not have a court order for visitation can they use MAV-P services?, undefined
I jave a case i was suppose to get deposited today but i dont know where, not received payment
case ID, case number
if I’m making payments why were my license suspended?, license suspension
Yes I would like to get the status of my case, case status
none i have not received child support since Oct of DIGITS. He was ordered to start paying in March or DIGITS and I have only gotten 3 or 4  payment since that date. from July to Oct of DIGITS. How can i find out if anything is being done to try to collect, enforcement
I need to open a case against my ex husband and need to know how, open case
My son has been told that his ex-girlfriend is pregnant with his baby.  He would like to get help on getting a dna test so if the child is his he can support the child, paternity
my child is 18 when does child support stop, emancipation
I haven't received anything in a long time..., greater_than 1 month
There is no father on the birth certificate and there is no DNA test stating who the father is of my youngest so there is no one to collect child support from, undefined
I'm trying to see how far behind I'm in child support cause they took the time gettin it set up, undefined
Customer service, contact human
I am having trouble receiving the correct amount of child support. I have been through lawyer and it was suppose to start being drafted but that has never happened. I have contacted my lawyer office three times and have not gotten a call back from her., legal
Yes I have questions about how my card is being loaded, card
I haven't received child support payment in over a month now, greater_than 1 month
How can I find out the balance I owe on back child support, account balance
I have 2 cases and I need the exact amount owed as per the automated system it is not correct.  I have received letters stating my License will be suspended within 90 days and I have been calling for the past 3 weeks and can't get anyone on, undefined
Who can i call to ask what is going on with my payments, paid but not received
I need the PERSON_NAME county Ms location and phone number please, office locations
I already get direct deposit... I was trying to see was there a way to check online to see when was my last payment made, account information
How long does it take to receive child support?, payment timelines
I need to know how to stop the reaccuring payments.  I have had an employee quit and it is going to continue to take out for him., undefined
LOVE U, gratitude
I mean kinda, undefined
need to check my balance on my card, account balance
My child’s father paid last week and I still haven’t received my pay, paid but not received
I’m wondering when my child support will go through into my account and why I’m not getting the full amount on one of them?, not received payment
Cell number to card, card
family violence, undefined
I have not received payments on my eppicard, not received payment
Transfer my case from Tennessee, interstate
I should get a billing for employees working with child support withhold, undefined
Can i speak to a customer service rep, contact human
why wont the ipay page load?, complaints
Mississippi child support verification form, verification
1.  I just want to see if he can pay me more than $200 a month for his 16 year old son., payment modification
I am a non custodial parent.  Is there anyway online that i can see what i owe on child support/back child support?, online action
Enforce!, enforcement
The grandparent, undefined
How to request modification, payment modification
Cancel, terminate
I really need to speak to someone and I have been trying for about a month can't get a person to answer. HELP!!, callcenter not answering
Sign up to pay it won't let me con plete, make payment
What’s the DIGITS number, contact human
Do I have to go to court?, legal
How can I find out if I have a warrant for non-payment?, undefined
what do i do about back child support owed, arrears
Termination, terminate
What do I do once I fill out the form?, undefined
HI my name is PERSON_NAME. I'm trying to get a update on my case of Hattiesburg ms, case status
I wanted to know how to set up ipay, undefined
Why does father still pay child support for a child at is 18 years old?, emancipation
Are money gram payments processed in same day, make payment
What’s address, office locations
Need a fax number to send in my written notice, fax
I need to change the amount i am withholding from employee's check and change the amount I am sending in, undefined
Check my account, account balance
how do i get info about my case', online action
At what age is child support terminated, emancipation
THIS IS PERSON_NAME FARMS IN BELZONI I NEED TO BEGIN SUBMITTING PAYMENTS FOR AN EMPLOYEE.  WHERE DO I FIND THE PRINTABLE FORM TO MAIL IN WITH THE PAYMENT?, documentation
percentage of income, estimate payments
Will dhs take child support from a bank account if it is behind, undefined
Fax number for Panola County DHS, undefined
Yes. I would also like to check on another case., case status
If me and my child’s father aren’t married does he still go on child support?, support inquiries
Why y'all dont do your job, complaints
Is there a printable 508 form?, documentation
How old can a child receive child support legally, emancipation
I need to know where my taxes hadn't been took off my back child support, taxes
What’s the number to check., contact human
I'm not sure what I need, undefined
Non custodial parent has not paid child support in 3 months is there any updates i need to know about, enforcement
My child been full military for 2yrs why I still had to pay support, emancipation
If I have a court order from my divorce do I have to change it over to DHS to collect child support?, undefined
I overpaid with an automatic deduction at work and have called numerous times the past 4 months and every time I am told they will send the form requesting reimbursement and I never get the form. Where can i get this form., documentation
Why are y'all taking so much out of my check, support inquiries
Need my snap benefit printout, snap
Starkville Ms ZIPCODE and phone number, office locations
How to change my address?, change of information
I haven’t received a child support card, card
He got paid on the 14 th I got it on the 25th, make payment
How to file for visitation, visitation
If he is in jail or prison how do I get my child support?, incarceration
I just have a question, undefined
Child support is being deducted from my payroll check but it's going to the wrong person., undefined
Stop child support, terminate
Do u need a layer, undefined
license suspension, undefined
Do I have to write another letter for a raise in child support, payment modification
Is there a case against PERSON_NAME cole?, case status
I HAVE THE APPLIACTION BUT I RECIEVE EBT SO HOW DO I GO ABOUT THAT, undefined
How long after opening a case does it usually take to hear something regarding the case?, open case
I need a number to speak with someone in PERSON_NAME Co Mississippi about why I am not getting any CS and they have taken over 8000 from him for it, not received payment
I receive payments through a Debit Card but haven' t received any in a while. How can I check on that?, not received payment
I have a case against PERSON_NAME but do not know the case number, case number
I want to find how much I'm supposed to receive every month, estimate payments
speak to a person, contact human
im trying to apply for child care, child care
Can i change it to deposit, make payment
How do I find out my current balance, account balance
What questions they ask at child support hearing?, undefined
How do I pursue further action on my case?, support inquiries
Need to talk to caseworker about my pay ment, contact human
Verification that I don’t have an open case, verification
Can not find the one in ridgeland, office locations
How could I get eppicard, card
I will try that thank you, gratitude
I need a I-9 form, documentation
visitaion, visitation
Just a quick question. How long does it take to receive a new card?, card
How long can he go without paying?, enforcement
Request help, support inquiries
How can I make payments arrangements. so I can get my license. I'm a truck driver, payment modification
Overpaid yearly, refund
I applied for an increase and checking the status, case status
It has income tax/social security/retirement/childsupport, taxes
What wrong with the system, undefined
Address Change, change of information
I need to schedule an appointment to provide employer information for my ex, appointments
can i please schedule an appointment, appointments
who do i get in touch with to figure out what’s taking so long for my case, contact human
What name do I put on money order? Sdu?, undefined
what's the fax number for Hernando ms, fax
Procedures to get blood test, paternity
How can I apply for an increase in child support, payment modification
what is the rate, undefined
I need to talk to someone due to child support, contact human
what's the deal with my case, case status
My child support haven't made it yet....they have put me on the phone with 4 supervisors asking me is my email still the same ...I wanna know what's the hold up, undefined
Wanna a decrease, payment modification
Phone number to check case status, contact human
I dont know how much my child father make, info about parent
I need to update place of employment, change employment information
yes why are you even offering this service if you cannot answer the ?, undefined
No thanks I will call, gratitude
I have a current child support case but I have not received my payment this month. How can I check on that?, undefined
How do I request a payment increase?, payment modification
I would like to know when can one stop paying child support, emancipation
I am aware and know personally a.couple and 2 small children who are homeless.the ha e been going frim place to place to get shelter.they have no ID's getting money from begging to stay . Sunset inn.they are there now..no money have to get out.kids 3 & 5, undefined
I lost my child support letter for review of increase, payment modification
When do you receive the 1st card?, card
I have had my son 4-5 years and I'm still paying child support. What can I do, undefined
how can I find out if i owe child support, case status
It’s saying my card number is invalid, card
I have questions to ask, undefined
Kind of. I have a few questions., undefined
Haven’t receive child support card for my second case, card
social security said that they can take my check for backpay is it true, undefined
Question submitted and no one called, contact human
Custodial parent dies, undefined
Im done making payments when will i get my reimbursement check, refund
Why am I not receiving payment, not received payment
Hi..Yes I was hoping I can get a print out of the last 2 months of my child support, documentation
New, undefined
Is there anywhere to check to see how far behind my ex husband is?, arrears
Hello my name is Tiarrah PERSON_NAME. I haven’t receive child support money since June 1st., not received payment
I need a copy of my child support from Court my oldest son father hasnt made a payment on 18 years, enforcement
I currently get some payments but my ex said he made a lump sum payment and I didn't receive on my debit card., not received payment
custodial parent, undefined
Looking to check on my case to see if they have found out anything, case status
How can I enforce child support on my child's father, enforcement
If the birth certificate was signed by the father do I still need full services?, open case
Tax offset payment, taxes
My sons dad just got out of jail. He hasn’t paid since April. What’s the next step?, incarceration
My fiance kids are 17 and 20. They have decided to live with there dad. How does he stop child support to their mother?, terminate
Snap benefits, snap
Do I have to bring the original copy of my son’s birth certificate. Or can it just be a copy?, undefined
I haven't received a payment, not received payment
Send me the paperwork to my email I can fill out online and submit, documentation
It’s been a year since I opened my case, undefined
How can I file a contempt of court, undefined
Why am I not receiving child support even though it is being withdrawn from other parents checks, paid but not received
what, insufficient response
Trying to find case # so can make payment, case number
How do I find out if a payment has been made?, payment timelines
My case was terminated but you all still talking money out my check why., support inquiries
I would like to know when my payments will start again. He has been employed for 3 months now., not received payment
What is the minimum amount of child support and percentage of income required by the non/custodial parent?, estimate payments
can i schedule an appointment, appointments
My ex is over $4000 behind.  What can I do?, enforcement
Can I terminate child support payments since my sons father and I are back together?, terminate
I’m needing to have my address in the system changed, change of information
Very, undefined
Online childsuport claim log in, documentation
My estranged husband has two children with me and he isn’t paying me anything and threatened that if I go after him for child support, he will start paying on all 4 of his kids to keep mine from getting the 22% they deserve. Can my kids support be dec, undefined
Unemployed, cant make payments
My divorce papers say that my exhusband only has to pay support until my child is 18.  However someone told me in the State of MS age 21 is the age he has to support her through..., emancipation
My case was accidentally closed because I did know I had an appointment. I need my case reopened., open case
Trying to set up child support to be taken out of my check at my new job, change employment information
Yes are you from PERSON_NAME ms, undefined
OK THANKS, gratitude
is, undefined
How fast because I'm using others device at the moment I need you to call me before 4:30 if so PHONE_NUMBER, contact human
I'm taking care of my 5 children and neither dad does for them financially or even physically consistent, enforcement
Add a child, payment modification
Who do I talk to check the status of that, case status
How can I find out my case id, case number
Back child support, arrears
Representative, contact human
I am a Housing provider and need the email address to verify benifits for a Resident at my property, verification
I'm trying to get to where I can view my child support letters online., online action
dhs court order, legal
I wanted to check the status of my account, undefined
why am I not getting my child support, not received payment
My baby daddy has never paid support and I was trying to figure out how to get it started, enforcement
Check status of case, case status
I'm trying to talk to a worker, contact human
Request form that says the parent receive payments, verification
Multiple children on one case and one child is 21 years of age and doesn’t attend college.  Should I still be paying for that child?, emancipation
please just help me locate the forms that I need to fill out, documentation
i need to talk to somebody right now, contact human
I live in laurel and i was trying to see what are their hours of operation? I know they have moved cant seem to pull up the new location., office locations
What are the hours, office locations
Status of case, case status
Money PERSON_NAME, account balance
Tengo un problema, undefined
How to I start the process, open case
How can you get sole custody?, legal
I want to know how i can get my past due child support from over the years, arrears
What is the age for emancipation for MS?, emancipation
I need the email address to change my address I have a case opened, change of information
done, undefined
I don’t know what these options mean, insufficient response
formal motion requesting a modification due to changed circumstances., payment modification
Genetic testing, paternity
is there a fax number to send information to, fax
The status of my case, case status
Is the custodial or non-custodial parent responsible for the $35 annual fee?, fee
address change, change of information
How to I report a change in the childcare amount?, support inquiries
My sons dad is in prison so I won’t receive anything from him but I need my son on my stamp case and I don’t want my son to have his Medicaid cut so how do I handle this, incarceration
I'm cleared with my back pay, trying to see how can I get the money that's owed to me, payment timelines
i have submitted all of my information to start my case and i have not received any information about my case, case status
I’m trying to get the status of my child support case, case status
What’s the number, contact human
notice of monthly paymnet, payment history
Trying to see why I haven’t receive my support, not received payment
How do I stop child support collections now that my son is living with his father?, terminate
How to stop payments, terminate
When is payment disbursed, payment timelines
How to find out my balance on child support, account balance
find my case, case number
I have not received child support in over six months what can i do, greater_than 1 month
I'm trying to figure out the child in reference to my federal tax return they kept for child support that I wasn't aware I was supposed to be paying, taxes
how can I  close my case?', terminate
How can I get the "absent parent" to pay child support?  It has been almost 3 years., enforcement
stop child support, terminate
Trying to see why I’m not getting anything anymore??, not received payment
I have a complaint about MS child support case managers and customer service, complaints
Can I speak to an agent?, contact human
I’m trying to get information in absent parents, open case
Whats the process to get a child support review, payment modification
review order, payment modification
Still not picking the phone up, complaints
What's the child support phone number, contact human
I don't want my local office. It's in pascagoula. I need a supervisor, contact human
What is the number, contact human
Proof of court order, documentation
??, insufficient response
Request a review, payment modification
How long does it take to receive a child support payment, payment timelines
Contact, contact human
I need someone to review my case, payment modification
Can I speak with a real person?, contact human
I'm unemployed, cant make payments
Getting a new child support card, card
Where my money at, not received payment
How to change my address on order for me to receive my debit card, change of information
I need see how much children soupprot be get every month, estimate payments
How do I log in to see my childsuport case?, case status
I want to change my PERSON_NAME address, change of information
using epay, make payment
I was on Tanf because my sons biological father was unable to be located and never helped me financially. Does this absent parent status terminate his rights?, undefined
Trying to see how to change my address so I can get a card sent because I never received one 3 yrs ago when I filed and I just moved and finally have received a payment, undefined
How do I change my address. I need a new epic card, change of information
I am a child on the case but I am 21 won’t nobody talk to me why, contact human
Whew do I mail a child support payment to, addressing check
What number do I call if I have questions about child support papers I have filed?, contact human
how can i reach a person to give them my new empoler information?, change employment information
I now have my daughter full time and the mother who I pay child support is willing to sign a letter saying so. How do I stop my payment request from the state, terminate
How do I find out my balance?, account balance
I need a printout of the child support I received during the month of June DIGITS, documentation
Speak to a agent, contact human
how to transfer my case from West Memphis Arkansas to Mississippi, interstate
a Mississippi Verification for Child Support Services form, verification
Yes. What determines who is the custodial parent?, undefined
How much for paternity test, paternity
When will I begin getting payments, payment timelines
Not yet I don’t. Thanks, gratitude
new card, card
Trying to see how to contact child support to receive unpaid payments, contact human
I'm trying to see how to get records of a mother and a guy who had a paternity test saying, paternity
It’s the $93 fee I’m trying to pay, make payment
I'm tryna to renew my snap, snap
Just need a copy of the documents, documentation
case review, payment modification
Increase, payment modification
How do you submit a payment besides PERSON_NAME it in?, make payment
Checking my case, case status
can you help with tanf, tanf
my email is wrong how do I change it, change of information
I have not received payment in years, greater_than 1 month
I receive food stamps., snap
What can be done if so filed child support but never received court date, open case
When an 18 y/o, emancipation
When does child support payments stop, emancipation
Change of Employment Status, change employment information
son joined military, undefined
Is there a way I can email my caseworker, email
Fax # please, fax
Make Money order payable to?, addressing check
i need a form to change my child support, documentation
Child support phone number, contact human
Passport, undefined
print it, documentation
services, undefined
Can you email it to me, email
this case is in california, interstate
Thank you, gratitude
Trying to get a form to unspent my liecent, undefined
I am looking for a gulfport fs officee, office locations
How can I get a record of payments made to me for child support, payment history
obligation review, payment modification
I haven’t received my child support in 5 months, not received payment
request visitations, visitation
what is the emancipation age for the state of mississippi?, emancipation
Where do I find my next payment amount and date, account information
Child support card has expired and i need to get a new one, card
I need  an establishment of part it's form, documentation
How do I report income for a non-custodial parent?, info about parent
Remove child support from my credit, undefined
how do i get a MS debit card for child support payments, card
I would like to get an increase, payment modification
Hi I submitted an IWO with the court when i divorced. I have not been receiving child support from my ex. I called the court and they informed me the IWO form is just a document showed whats owed not an order for the court to withdraw the money., not received payment
my grandma daughter stay with me and her mother get the child support card and i don’t feel like thats right, card
I’m just trying to follow up in regards to my case, case status
Tanf, tanf
I would just like to look over my case, payment modification
How long does it takw, undefined
What is the PO box address in PERSON_NAME to send child support payment?, addressing check
Medicaid, undefined
Whats my tatol case US_SOCIAL_SECURITY_NUMBER, undefined
okay I will just call tomorrow, undefined
If I have a divorce decree that states child support is owed and it hasn’t been paid what form do I fill out, enforcement
my name is wrong, change of information
Terminate, terminate
Can my child gets it support directly paid to them, make payment
how to set up an account to recieve child support from my spouse, open case
I would like to put myself on child support payments and schedule a visitation schedule with my child, visitation
Can I check my child support payments online, account balance
I have gotten married and have moved what do I need to do to change my address and name on my case??, change of information
send an e-mail, email
casey_deer, undefined
That’s it ty, gratitude
I leave in texas and my sons dad in Mississippi I need to know my rights, interstate
Non-custodial parent placing themselves on child support., undefined
Need location to visit, office locations
my card is expiring I do not have a new one, card
Why haven’t I received payments, not received payment
Check my balance, account balance
Trying to see when I will receive a card with my child support, card
I lost my job, change employment information
child support enforcement agency address AND phone, office locations
There was a DNA test done and I was wanting to know if the results were in, paternity
Adoption, undefined
I want to start getting child support on my baby from her father, open case
my ex husband is locked up how do I receive payments?, incarceration
How can I get help with login information on the EppiCard website?, login
I need the number to check on all my cases., contact human
Money gram info, make payment
I want to check and see what is going on with my case. There was a lien put on my children's father's workers comp and I was checking to see when a payment would be made., case status
order review and modification, payment modification
phone number, contact human
Im 19 now i was trying to see how to get my own child support card from my mother, card
Need to file a modification request, payment modification
Thanks for help!, gratitude
Who do I make the check payable to?, addressing check
Can u send in some money to keep from liscence suspended, license suspension
didn't get my child support last month or this month, greater_than 1 month
Check child support balance, account balance
My son’s father’s tax’s were offset due owing child support. Is there any way to check if the state has received money on my behalf?, taxes
My name is PERSON_NAME and I was placed on child support by PERSON_NAME of Hazlehurst Ms. for a child who is 32 years PERSON_NAME and I would like to have a blood test., paternity
Trying to see why I haven’t received a payment since 2/22/18 and non custodial parent has 2 jobs, enforcement
Hey my name is PERSON_NAME I was trying to see how much was posted on my card from this month, account balance
I am the non custodial parent and what to know how I can find out the payments I made, payment history
My daughter recently turned 18 and her father stopped paying support, enforcement
Where do I get a Mississippi verification for child support form?, verification
Follow up, case status
how long does this process take, payment timelines
money, not received payment
the phone to correct the issue., contact human
what if they child is over 21, emancipation
Yes i am supposed to receive child support and I have been told before that my child’s father does have an employer on file but I’m trying to see why don’t I receive monthly child support payments. I have been dealing with this for almost 2 years now, undefined
contempt packet, undefined
View child support order online, online action
93 CR 832 Vossburg Ms ZIPCODE, undefined
And all I would need is something showing that my arrears is caught up to close because that's what the VA requires but none seems to be able to help me get this done. This is the only time I have to get this done before leaving., arrears
I need daycare assistance, child care
My husband recieved a letter about a child support case in TX but the case is currently open in MS. How do we get the TX case closed?, interstate
I have a child support case and it has been years since anything has been done on it., case status
license suspension information, license suspension
If I receive snap the non custodial parent automatically goes on child support?, snap
Form to pay, make payment
Who to talk to about non payment in over a year, enforcement
i hope so, undefined
Change of name and address, change of information
Can you give me the adress so i can come in, office locations
Snap, snap
My wife is late on child support and not answering my calls, enforcement
I need to speak to someone. Do you have a direct phone number?, contact human
How much am still behind on it, arrears
Does Mississippi charge interest on child support?, undefined
just checking on the progress, case status
The non-custodial parent is not making the full amount of payment. What can I do?, enforcement
I am check on child supprt, case status
Neither I want to check on the balance on my account and report no payment in over a month, greater_than 1 month
Who name do I put on check for child support?, addressing check
How much is the minimum child support per month for one child in PERSON_NAME county MS, estimate payments
Verification Letter, verification
Trying to check status of my case, case status
Is there anything that ca be done about this as long as he is being paid cash on purpose, enforcement
My ex husband has been working for several months and I have not had any child support payments from him. I have his employment information., enforcement
Deion PERSON_NAME, undefined
How can I review my child support order, payment modification
My son turned 21 on 5/6/19. Yet the support is still being taken from my paycheck., emancipation
Back time child support from a parent in PERSON_NAME, arrears
I have the card but haven’t received child support in almost 2 months, not received payment
Checking to see if I was sent a certified letter, undefined
Hey when I get ready to pay child support thru paynearme wat does metss stand got, undefined
I am a part of the snap program and the automatic service said I would automatically qualify for child support. Do I still owe a fee, snap
file a new case, open case
I’m trying to get a print out for one of my residents saying how much she get for child support from the last 4 months, documentation
What are the steps I must take to get an increase in child support, payment modification
What's the number to the one in county line road, contact human
Ok thank you, gratitude
full services, open case
How do I find out if I'm getting  a refund, case status
does the custodial parents get paid any late fees for non payment?, make payment
I am calling PHONE_NUMBER form tank and #4 extention will NOT PICK & ANSWER ., complaints
What if the month is almost over and u still haven’t received but the money is on hold as if he’s behind and he’s not then how do you get your money, not received payment
We need a w9 form, documentation
I appreciate the number but this should really be an option because I feel that I was discriminated against when I asked a male worker for the call center to fax over my documents to another facility and he refused he was rude and uncaring., complaints
How is the amount calculated, undefined
No I am not receiving my scheduled payments, not received payment
I have made payments that are not showing on my acct, account information
emancipation age, emancipation
I just need to know what time in the morning does credits usually become available, payment timelines
I need to kno how can i change my address online, change of information
What do you do when the father clearly wants to see their child and the mother won’t let him? He’s been paying daycare payments until he lost his job. He’s not on child support but has a honest desire to be in his son’s life.visitation, undefined
What am i paying 25 dollars for?, fee
Shut up, complaints
Find old file, documentation
Checking my rear balances, arrears
yes. i need a card, card
I don't know the differnces, insufficient response
Im moving from Michigan to Mississippi my ex pays child support thru state of Michigan how can i get that changed to Mississippi, interstate
Why am I not receiving Child support from certain parents?, not received payment
How long does it take to receive funds after applying for child support, payment timelines
change jobs, change employment information
What will I need to use money gram?, make payment
I have two children. One who is under my care one who isn’t. The mother of my son which is the child I’m having to pay child support is requesting I pay 14% wouldn’t it be cheaper since I have another child, estimate payments
Can I have the child support hotline direct number?, contact human
I'll call the one eight hundred number and it says that I have got 98 dollars deposited in my account but every time I called the line it says that I don't have nothing in my account so I'm trying to see what is really going on, account balance
I'm trying to make a payment on line., make payment
Will DHS go by what's in our Court Order? As in, will my payment amounts and due dates stay the same?, legal
How long does it take to receive child support after noncustodial parent starts paying, payment timelines
Can I receive back child support in MS?, arrears
No I need to know I'm not getting child support there is 900 dollars that been taking out the father's check, paid but not received
My license suspended, license suspension
Job information about the non custodial parent, info about parent
Does the state charge a processing fee to collect payment., fee
how can i get proof of child support being received, undefined
how can i review my case, payment modification
I'm not sure I understand the differences, insufficient response
Yes Can the $25 fee be paid in cash, fee
EMAIL_ADDRESS, undefined
is my case still active, case status
PHONE_NUMBER or you can email me, email
is there a way to look online to see what amount of back child support is owed, arrears
He owes back child support. He’s a year behind, not received payment
My ex husband has not paid child support more than 3 months, enforcement
I'm making payments and my child is not recieving them, paid but not received
Tryn to see about my existing account with my funds, account balance
Don i have to put my child’s father on child support to receive food stamps ?, snap
Haven’t received, not received payment
I’m trying to apply for food stamps and tanf, snap
I need tuelo ms phone number for mdhs, undefined
When will payment post to debit card after payment done online?, payment timelines
how can i get a child support service form, open case
This will not put me behind will it, undefined
Once filled out what’s next, undefined
My sons child support is supposed to go into effect October 1st. Well his father just switched jobs will that effect his child support, info about parent
what is a custodial parent?, undefined
i need a copy of all the files you have, documentation
snap as the cp, snap
How can I check my online information, account information
Who would I speak to to request visitations, visitation
Child Support Center email, email
This bot sucks, complaints
I have a charge of $120 on my credit score and all 3 of my sons are over 18 the youngest one is 23  how do I owe you this, fee
how to i find out who the father is, paternity
can anyone get child support, open case
attorney general, legal
it has alreasy been set up but he isnt paying, enforcement
Two. How many years do they draw?, arrears
I have a change of address, change of information
Child support coming out of bank account and out of pay check, undefined
I need to know if I’m done with making payments to child support, account information
I'm looking for an over payment i made few months back i never was entitled to., refund
How to start a child support case?, open case
How do I get my PIN number, undefined
I’m trying to check the arrearage on my account, arrears
My name is PERSON_NAME and I was wanted to know how much do I owe and how much I have paid, payment history
Overpayments, refund
Stopping payment, undefined
delinquency, not received payment
Why is child support taking medical and child support payment out my check, undefined
Talk to someone, contact human
I need to speak to someone about a transfer in my child support from LA to MS, interstate
Do I or the non custodial parent have to attend court?, legal
Paternity test, paternity
Check, make payment
the baby daddy left mississippi, interstate
Career opportunities, cant make payments
I received a letter saying to with hold for arrears for an employee that says he is caught up. can I get an updated letter?, arrears
How long does it take to be withheld after recieving the letter?, undefined
Speak to a representative, contact human
I need to speak with someone about that, contact human
So how do I go about taking him off ?, terminate
I need to know if I’m done with making payments to child support ', payment timelines
How can I start getting payments if my spouse is working, info about parent
How to check balance, account balance
Please have supervisor call me, contact human
Can I speak with someone, contact human
where can I email the Request for information?, email
Can you give me information on receiving child support after kids turn 19 years, emancipation
You aren't helpful. I can find that on my own., complaints
how long after all children have turned 18 do the support continue, emancipation
I need 12 month receipt of payments sent to an email., documentation
Stop all childsupport, terminate
Why is my money posted but not posted on my card, card
what time does it deposits, payment timelines
need to know were yo pull up my cases, account information
What is the age you should stop making payments, emancipation
Why haven’t I been getting my child support payments?, not received payment
Suggestions on how to collect the back payment, undefined
How can I help get my ex to pay child support?, enforcement
What is the Bank Plan child support, make payment
Look up current account, account information
What is the receive code for money gram?, make payment
He works but he gets paid cash, undefined
No I do not give permission for dcse to take my payments and deposit direct, undefined
Does Mississippi offer free paternity test by going through DHS?, paternity
How can you know if you have child support if you have no card, card
I NEED THE PHONE NUMBER, contact human
Child support enforcement cooperation verification request form, undefined
I need a statement saying how much I receive a month, documentation
If I recently got married and I wanted to  change my sons last name. How do I go about trying to get my son last name changed?, change of information
Yes. What percentage of child support does a parent get for two children?, undefined
trying to see is it render blance on my case, account balance
I am the person that will receive the payments, account information
i need to get help with day care, child care
Change of address for child support, change of information
What happens if my son is grown and his mother dies, undefined
what are the hours of operation, office locations
Haven't got June payment, not received payment
I have not received child support for my children yet. Their father has told me that child support was taken out of his check twice but I have not received it thru the card., not received payment
What address is on file, account information
How do I get proof of compliance with child, verification
Go back, undefined
I just need to check on an upcoming payment for tomorrow, account balance
contempt request, enforcement
What is a number I can call to talk to someone, contact human
Enforcement of Mississippi order, enforcement
How to fill out money order, addressing check
I dont have money, cant make payments
I'm trying to see how can I get my case reopened so I can apply for medicaid, open case
the parent changed, change of information
i need to know what documents you have, documentation
Waiver form, documentation
I can't check my balance it send me to customer service, account balance
I’m needing support obtaining payment history can you help, payment history
I want to check my online account, account balance
Is there an app to check my balance, account balance
okay thank you!!, gratitude
Custody, undefined
No one is available to take my call, callcenter not answering
I want to talk about my case, case status
I need to check on my case, case status
What can be done if you have not received any payments since last year and you know that the noncustodial parent is working?, not received payment
Lookup, undefined
How do I change my address to receive a new debit card?, change of information
I want to talk to a real person, contact human
I am just looking for a blank Verification of Services form., verification
I need help with establishing paternity questions, paternity
Email address, email
To order a replacement card., card
I was just wondering if child support pauses when the other parent has 1 month with my child for the summer?, undefined
Checking case status, case status
What is the number to call to speak with someone about child support received?phone number, undefined
Trying to find out if i have a open case, case status
i'm here to find out about food stamps, snap
Okay thanks, gratitude
Please send information via fax to: PHONE_NUMBER ATTN: PERSON_NAME Terlouw - Payroll, undefined
Researching for a relative in Mississippi who has not received support for a long time. She is owed over $4K. Looking for options and advise. She does not have $ for attorneys, undefined
If the father of my child helps me with everything he pay the bills provide for me n the baby can I ask judge or caseworker can they only take 40 or 50 dollars out check, payment modification
I just want to see if he can pay me more than $200 a month for his 16 year old son., payment modification
I had lost my card and called for a replacement weeks ago and I have not received the new card., undefined
How long does it take to receive child support arrears once the irs.takes my kuds father taxex, payment timelines
Change of Address, change of information
I am currently receiving payments on a card however haven’t received any back support but the non custodial parent has paid it', not received payment
it is the responsibility of the father to put a medical plan on his children, undefined
Number to schedule DNA appointment?, paternity
When can legal action take place for non child support payment, enforcement
Login, login
I have the EppiCard and am unable to get help with the website and logging in to look at my balance and transactions.  When I try to set up the login the information it keeps rejecting everything., undefined
Okay! My child's father will be receiving more than his monthly salary starting this month. How can I report that?, info about parent
I got custody of my grandson 8 yrs ago and major changes have been made with the father. He's had 2 other children married and making more money, undefined
Address change, change of information
i need to pay court cost i can't find it, legal
Yes, afternoon Gen, undefined
I have a notice of income withholding on a man that is no longer working for us., support inquiries
Overpaid, refund
I have a case but havent received a new card. Can u tell me why?, card
Checking on child support, case status
My company name is Southwest Distributors and it is the monthly form that we use to remit payment with, make payment
I need to change my name, change of information
Gen was helpful, gratitude
I got a bill in the mail from mdhs-i don't have a case tin ms my child support is paid through the state of NY and im current 600 + and ow nothis and never have-, interstate
Why can't I just talk to a human, contact human
Emergency foodstamp, snap
need fax number, fax
Review status, payment modification
I have a question if a father is over 15000 dollars behind in Child support will another be open if he is assisting with the second child, enforcement
Can I get the form needed online to take to may employer to have child support deducted from my paycheck. I have started a new job., change employment information
How to apply for custody and establish visitation guidelines, visitation
How do you qualify to file in Mississippi, open case
Trying to see how can I get a print out of my child support payments, documentation
paternity, paternity
can I speak to a representative?contact human, undefined
Can I speak to a representative, contact human
I need to know when I will receive a payment, payment timelines
i lost my job, change employment information
What do I how to when your child done move out of your house, emancipation
Do I have to use a private attorney, legal
Are they canceling bank plan for child support in the PERSON_NAME county in PERSON_NAME Mississippi, account information
Can you send me the PERSON_NAME address, office locations
I’m trying to  find out if money has been deposited, account balance
number to check my address on file is correct, contact human
i can never get anyone on the phone or an update on my case. i have given the employment info and all of my exhusband several times since oct. DIGITS still nothing., complaints
I HAVE I DID NOT GET A COMPLETE ANSWER FORM THEM, contact human
No just need help applying for bridge card, card
representative, contact human
Lost a job, cant make payments
What if my monthly income has changed, payment modification
I applied for food stamps and the office said I was not compliant with child support so I would not be able to receive benefits but my kids still could. Is there anyway to change my status of compliance with child support, support inquiries
How is net income calculated?, undefined
What’s your address, office locations
